bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price(k)
3.0,2.25,1450,4050.0,2.0,0,0,3,7.0,1450,0,2010,0,98038,47.367,-122.019,1660,3800,274.5
5.0,3.5,4230,16526.0,2.0,0,0,3,10.0,4230,0,2008,0,98004,47.5933,-122.199,3000,12362,1940.0
4.0,2.5,3480,6262.0,2.0,0,0,3,9.0,3480,0,2003,0,98053,47.6857,-122.045,3490,6629,808.0
3.0,2.25,1490,974.0,2.0,0,0,3,7.0,1220,270,2009,0,98106,47.5567,-122.363,1490,1283,312.0
3.0,2.25,1200,1400.0,3.0,0,0,3,8.0,1200,0,2005,0,98133,47.7046,-122.357,1370,6552,320.0
3.0,2.5,2150,4332.0,2.0,0,0,3,8.0,2150,0,2013,0,98019,47.7373,-121.969,2140,4332,410.0
3.0,3.5,3690,8837.0,2.0,0,0,3,10.0,3690,0,2001,0,98065,47.5402,-121.876,3690,9585,725.0
4.0,2.5,1900,3301.0,2.0,0,0,3,7.0,1900,0,2007,0,98178,47.489,-122.249,1960,3379,335.0
4.0,3.25,1690,1321.0,2.0,0,0,3,8.0,1320,370,2014,0,98052,47.678,-122.117,3080,4558,519.99
4.0,2.75,2790,8853.0,2.0,0,0,3,8.0,2790,0,2013,0,98045,47.4842,-121.772,2790,8092,533.112
3.0,2.0,1936,6612.0,2.0,0,0,3,7.0,1936,0,2014,0,98001,47.2602,-122.246,1620,21600,274.9
2.0,2.25,1150,711.0,2.0,0,0,3,7.0,1150,0,2013,0,98027,47.5323,-122.07,1150,748,325.0
4.0,2.5,2040,22653.0,2.0,0,0,3,7.0,2040,0,2011,0,98168,47.4991,-122.299,2020,20502,350.0
4.0,2.5,2470,7539.0,2.0,0,0,3,9.0,2470,0,2006,0,98028,47.7407,-122.226,2580,7539,550.0
4.0,2.5,1890,4158.0,2.0,0,0,3,8.0,1890,0,2014,0,98042,47.343,-122.056,2720,4549,311.85
3.0,2.5,1626,1583.0,2.5,0,0,3,8.0,1419,207,2007,0,98122,47.6031,-122.309,1400,1583,526.0
4.0,2.5,2250,5306.0,2.0,0,0,3,8.0,2250,0,2012,0,98038,47.356,-122.057,2250,5306,375.0
3.0,2.25,1350,1234.0,2.0,0,0,3,7.0,1160,190,2007,0,98106,47.5565,-122.363,1420,1234,299.999
3.0,2.5,1460,1238.0,2.0,0,0,3,8.0,1200,260,2008,0,98107,47.6719,-122.374,1280,1257,436.0
3.0,2.5,2056,3564.0,2.0,0,0,3,7.0,2056,0,2014,0,98092,47.338,-122.181,2056,3577,303.0
2.0,2.5,1160,1458.0,2.0,0,0,3,8.0,1040,120,2012,0,98119,47.6384,-122.373,1650,2311,525.0
3.0,3.0,1384,1287.0,2.0,0,0,3,8.0,1144,240,2006,0,98102,47.6295,-122.32,1570,1288,575.0
2.0,1.5,1100,1107.0,3.0,0,0,3,8.0,1100,0,2008,0,98103,47.6584,-122.35,1110,2750,420.0
3.0,2.5,2456,7566.0,2.0,0,0,3,8.0,2456,0,2012,0,98023,47.297,-122.351,2478,7212,329.95
4.0,4.25,4500,215186.0,2.0,0,3,3,11.0,2630,1870,2009,0,98029,47.559,-122.045,3030,25447,1830.0
4.0,3.25,3780,10099.0,1.0,0,1,3,11.0,2240,1540,2006,0,98006,47.5508,-122.192,3120,10669,1175.0
2.0,2.5,1320,1157.0,2.0,0,0,3,8.0,990,330,2014,0,98107,47.6689,-122.363,1550,1519,499.95
4.0,3.0,5940,11533.0,2.0,0,4,3,11.0,4950,990,2004,0,98065,47.5443,-121.87,4240,12813,1149.0
3.0,2.0,1650,5027.0,1.5,0,0,3,7.0,1650,0,2009,0,98065,47.515,-121.874,2430,6000,400.0
3.0,3.0,1670,4440.0,1.0,0,0,3,7.0,1670,0,2014,0,98022,47.1948,-121.975,1670,4622,246.95
3.0,3.25,1610,1275.0,2.0,0,0,3,8.0,1220,390,2005,0,98102,47.6236,-122.318,1750,3000,630.0
5.0,2.75,3370,10315.0,2.0,0,0,3,9.0,3370,0,2006,0,98059,47.4893,-122.146,3010,8296,561.0
4.0,2.5,2660,4082.0,2.0,0,0,3,7.0,2660,0,2010,0,98042,47.3414,-122.055,2390,4876,287.0
3.0,3.25,1690,1473.0,2.0,0,0,3,8.0,1380,310,2008,0,98109,47.6397,-122.345,1670,2594,600.0
3.0,2.25,1620,1062.0,3.0,0,0,3,8.0,1620,0,2014,0,98122,47.6051,-122.304,1560,1728,490.0
3.0,1.75,1300,958.0,2.0,0,0,3,7.0,840,460,2011,0,98108,47.5677,-122.314,1340,1254,330.0
4.0,2.5,1610,4052.0,2.0,0,0,3,7.0,1610,0,2013,0,98042,47.3603,-122.081,2110,4034,286.95
3.0,3.25,3530,4920.0,2.0,0,0,3,9.0,2660,870,2015,0,98109,47.641,-122.357,1900,4200,1550.0
4.0,2.5,3550,8618.0,2.0,0,0,3,10.0,3550,0,2007,0,98052,47.6776,-122.161,1310,9746,880.0
3.0,3.0,1730,1755.0,3.0,0,0,3,8.0,1730,0,2014,0,98117,47.6944,-122.377,1830,1804,577.45
5.0,2.75,2400,4900.0,2.0,0,0,3,8.0,2400,0,2011,0,98038,47.355,-122.057,2110,5696,405.0
3.0,2.5,1420,1237.0,3.0,0,0,3,8.0,1420,0,2014,0,98107,47.674,-122.387,1510,2501,510.0
2.0,1.5,1220,1120.0,2.5,0,0,3,8.0,1110,110,2008,0,98199,47.6374,-122.388,2010,3175,465.0
4.0,2.25,2360,4000.0,2.0,0,0,3,9.0,2360,0,2013,0,98112,47.6198,-122.289,3040,4400,1300.0
4.0,3.5,3990,11270.0,2.0,0,3,3,9.0,2930,1060,2007,0,98055,47.488,-122.225,1980,11328,609.0
3.0,2.5,1260,1211.0,3.0,0,0,3,8.0,1260,0,2004,0,98103,47.6969,-122.343,1270,1211,336.0
3.0,2.5,1580,2407.0,2.0,0,0,3,8.0,1580,0,2013,0,98126,47.5455,-122.368,1580,2212,375.0
3.0,2.5,1760,2688.0,2.0,0,0,3,7.0,1760,0,2005,0,98059,47.4903,-122.166,1760,2329,294.5
5.0,3.5,3420,4216.0,2.0,0,0,3,9.0,2520,900,2008,0,98115,47.6799,-122.304,1420,4500,925.0
5.0,2.75,2870,6593.0,2.0,0,0,3,9.0,2870,0,2006,0,98052,47.7075,-122.102,3150,6593,730.0
4.0,2.5,1934,5677.0,2.0,0,0,3,8.0,1934,0,2013,0,98001,47.2602,-122.252,1919,5049,280.0
3.0,1.5,1220,962.0,3.0,0,0,3,8.0,1220,0,2014,0,98107,47.674,-122.387,1510,2501,500.0
3.0,2.75,2450,5750.0,2.0,0,0,3,9.0,2450,0,2013,0,98065,47.5439,-121.862,3200,8036,605.0
3.0,3.25,1860,1787.0,3.0,0,0,3,8.0,1860,0,2007,0,98155,47.7563,-122.316,1830,1787,379.95
3.0,2.5,1500,1119.0,3.0,0,2,3,7.0,1110,390,2008,0,98109,47.6327,-122.346,1500,1057,605.0
2.0,1.75,1570,1108.0,3.0,0,0,3,9.0,1570,0,2007,0,98004,47.6215,-122.2,1940,1160,720.0
3.0,2.0,1280,960.0,2.0,0,0,3,9.0,1040,240,2014,0,98122,47.602,-122.311,1280,1173,549.9
3.0,2.5,3192,5653.0,2.0,0,0,3,8.0,3192,0,2014,0,98023,47.2956,-122.35,3000,5134,427.0
3.0,2.5,1690,1479.0,3.0,0,0,3,8.0,1420,270,2005,0,98122,47.6022,-122.311,1280,1253,492.0
2.0,2.5,1590,1426.0,2.0,0,0,3,8.0,1590,0,2014,0,98029,47.5441,-122.013,1590,1426,419.19
3.0,2.5,2870,7288.0,2.0,0,0,3,9.0,2870,0,2012,0,98011,47.7745,-122.225,2870,5998,650.0
4.0,2.5,2580,4818.0,2.0,0,0,3,8.0,2580,0,2005,0,98038,47.3607,-122.038,2570,5386,379.95
4.0,2.75,1830,3420.0,2.0,0,0,3,8.0,1830,0,2012,0,98198,47.366,-122.308,1813,3420,269.8
4.0,2.5,2927,6000.0,2.0,0,0,3,7.0,2927,0,2011,0,98042,47.3737,-122.16,2533,6000,407.0
3.0,1.5,1320,1250.0,3.0,0,0,3,8.0,1320,0,2008,0,98103,47.6536,-122.341,1560,1694,580.0
3.0,2.5,1720,3581.0,2.0,0,0,3,7.0,1720,0,2011,0,98053,47.6861,-122.013,1720,3600,389.7
2.0,1.0,828,4524.0,1.0,0,0,3,6.0,828,0,1968,2007,98001,47.2655,-122.244,828,5402,110.0
3.0,1.5,1040,1264.0,2.0,0,0,3,9.0,900,140,2015,0,98144,47.5951,-122.301,1350,3000,230.0
4.0,2.75,2790,6685.0,2.0,0,0,3,8.0,2790,0,2014,0,98045,47.4838,-121.773,2790,6444,533.38
3.0,2.5,1410,1332.0,2.0,0,0,3,7.0,960,450,2014,0,98108,47.5683,-122.314,1410,1343,295.5
4.0,4.5,4040,8400.0,2.0,0,0,3,9.0,3220,820,2006,0,98052,47.7067,-122.131,3940,8400,860.0
4.0,3.5,3370,3634.0,2.0,0,0,3,9.0,2750,620,2007,0,98029,47.5519,-122.001,3200,3650,812.0
3.0,2.5,1660,3990.0,2.0,0,0,3,7.0,1660,0,2009,0,98118,47.5298,-122.268,1670,4050,324.5
2.0,1.75,910,2550.0,1.0,0,0,3,6.0,910,0,2004,0,98038,47.3494,-122.022,1310,2550,193.0
3.0,2.25,1280,959.0,3.0,0,0,3,8.0,1280,0,2005,0,98103,47.6914,-122.343,1130,1126,355.0
4.0,2.75,2360,4924.0,2.0,0,0,3,8.0,2360,0,2008,0,98028,47.7737,-122.235,2360,4670,525.0
3.0,2.5,2529,9653.0,2.0,0,0,3,7.0,2529,0,2012,0,98042,47.3738,-122.161,2533,6125,370.95
4.0,3.5,4700,10183.0,1.0,0,2,3,11.0,2660,2040,2002,0,98033,47.6728,-122.189,3770,9000,1242.0
3.0,2.5,2780,275033.0,1.0,0,0,3,10.0,2780,0,2006,0,98045,47.4496,-121.766,1680,16340,950.0
4.0,2.75,3540,5500.0,2.0,0,0,3,9.0,3540,0,2014,0,98074,47.6181,-122.056,3540,5500,888.99
3.0,2.5,1580,1321.0,2.0,0,2,3,8.0,1080,500,2014,0,98107,47.6688,-122.402,1530,1357,705.0
3.0,2.5,1700,2250.0,2.0,0,0,3,7.0,1700,0,2014,0,98168,47.4914,-122.334,1520,4500,268.0
3.0,2.5,1600,3573.0,2.0,0,0,3,7.0,1600,0,2013,0,98056,47.507,-122.181,1500,11089,305.45
2.0,1.75,1410,1005.0,1.5,0,0,3,9.0,900,510,2011,0,98027,47.5446,-122.018,1440,1188,399.9
3.0,1.5,1580,1228.0,3.0,0,0,3,8.0,1580,0,2014,0,98115,47.6765,-122.32,1580,3605,495.0
3.0,3.5,3940,11632.0,2.0,0,0,3,10.0,3940,0,2014,0,98166,47.438,-122.344,2015,11632,857.326
5.0,2.75,4450,9600.0,2.0,0,0,3,9.0,3650,800,2014,0,98011,47.7336,-122.21,4000,9750,845.95
4.0,2.5,2009,5000.0,2.0,0,0,3,8.0,2009,0,2014,0,98092,47.2577,-122.198,2009,5182,303.21
6.0,5.0,2732,7655.0,2.0,0,0,3,7.0,2732,0,2009,0,98002,47.3045,-122.211,3078,69993,343.0
3.0,2.5,2090,4590.0,2.0,0,0,3,7.0,2090,0,2005,0,98042,47.3992,-122.163,2190,4060,300.0
2.0,2.5,980,1013.0,3.0,0,0,3,8.0,980,0,2008,0,98117,47.6844,-122.387,980,1023,334.9
5.0,3.5,2815,5619.0,2.0,0,0,3,9.0,2815,0,2012,0,98055,47.4299,-122.207,2583,5295,477.5
4.0,2.5,3170,8523.0,2.0,0,0,3,9.0,3170,0,2008,0,98033,47.6854,-122.184,3230,8523,820.0
5.0,3.25,3030,7410.0,2.0,0,0,3,8.0,2150,880,2014,0,98106,47.553,-122.354,2020,7410,580.0
2.0,2.5,1280,940.0,2.0,0,0,3,8.0,1060,220,2006,0,98103,47.6904,-122.364,1290,2900,350.0
3.0,2.5,2030,1160.0,3.0,0,0,3,9.0,1970,60,2007,0,98004,47.6213,-122.2,1950,1160,910.0
3.0,2.5,2490,4540.0,2.5,0,0,3,8.0,2490,0,2012,0,98059,47.5051,-122.155,2640,3844,414.0
3.0,2.5,3030,4500.0,2.0,0,0,3,8.0,3030,0,2009,0,98059,47.4944,-122.15,3030,4501,525.0
2.0,2.5,1470,690.0,3.0,0,3,3,8.0,1470,0,2008,0,98103,47.6523,-122.346,1480,1284,650.0
3.0,2.25,1620,997.0,2.5,0,0,3,8.0,1540,80,2012,0,98027,47.5394,-122.027,1620,1068,450.0
4.0,3.0,5520,8313.0,2.0,0,3,3,9.0,3570,1950,2008,0,98006,47.5655,-122.129,3770,8278,1270.0
3.0,3.5,3200,10344.0,2.0,0,0,3,10.0,3200,0,2007,0,98011,47.7636,-122.216,2550,20152,699.0
4.0,2.5,2580,3943.0,2.0,0,0,3,8.0,2580,0,2013,0,98033,47.6853,-122.21,1700,5772,899.0
4.0,3.0,2050,4000.0,2.0,0,0,3,8.0,2050,0,2014,0,98001,47.3523,-122.275,2050,4000,353.5
3.0,2.5,2430,5867.0,2.0,0,0,3,7.0,2430,0,2011,0,98065,47.5162,-121.872,2620,5866,485.0
4.0,3.25,3060,3898.0,2.0,0,0,3,10.0,2300,760,2014,0,98027,47.5311,-122.073,2920,3448,782.9
2.0,2.0,1540,9714.0,2.0,0,0,3,8.0,1540,0,2008,0,98177,47.7628,-122.359,1840,8179,529.0
3.0,3.25,1310,1072.0,2.0,0,0,3,8.0,1060,250,2008,0,98107,47.6744,-122.374,1160,1266,514.7
3.0,2.5,1800,3168.0,2.0,0,0,3,8.0,1800,0,2014,0,98065,47.5342,-121.841,1800,3393,409.316
3.0,2.5,2370,4200.0,2.0,0,0,3,8.0,2370,0,2014,0,98038,47.3699,-122.019,2370,4370,388.598
3.0,2.25,1445,1512.0,2.0,0,0,3,7.0,1300,145,2004,0,98027,47.5341,-122.069,1445,1082,415.0
3.0,2.25,1450,1619.0,2.0,0,0,3,8.0,1140,310,2006,0,98122,47.6076,-122.304,1580,3472,521.5
3.0,2.5,1740,1236.0,3.0,0,2,3,8.0,1740,0,2008,0,98116,47.5891,-122.387,1740,1280,580.0
4.0,2.5,3560,5265.0,3.0,0,0,3,8.0,3560,0,2014,0,98052,47.7047,-122.113,3220,4892,882.566
3.0,2.75,2130,1400.0,2.0,0,0,3,9.0,1080,1050,2010,0,98118,47.5661,-122.29,1880,3132,525.0
5.0,2.75,2980,4502.0,2.0,0,0,3,9.0,2980,0,2007,0,98028,47.7698,-122.235,2850,4501,515.0
3.0,3.0,2840,7201.0,2.0,0,0,3,9.0,2840,0,2014,0,98065,47.5165,-121.883,2540,5260,589.41
4.0,2.5,3420,6845.0,2.0,0,0,3,9.0,3420,0,2009,0,98052,47.6777,-122.156,2800,5715,757.5
3.0,2.5,1660,4083.0,2.0,0,0,3,7.0,1660,0,2013,0,98038,47.3595,-122.045,1800,4087,284.0
2.0,2.25,1150,711.0,2.0,0,0,3,7.0,1150,0,2013,0,98027,47.5323,-122.071,1150,748,338.5
3.0,2.25,1410,1287.0,2.0,0,0,3,7.0,1290,120,2005,0,98027,47.5344,-122.068,1490,1435,379.5
3.0,2.0,1420,1369.0,2.5,0,0,3,9.0,1340,80,2007,0,98109,47.6472,-122.357,1540,2168,550.0
3.0,2.5,1860,5025.0,2.0,0,0,3,8.0,1860,0,2010,0,98038,47.3557,-122.059,2000,5550,294.9
2.0,1.5,1340,1210.0,2.0,0,0,3,8.0,1120,220,2008,0,98144,47.588,-122.305,1340,1213,345.0
2.0,1.5,1530,1012.0,2.0,0,0,3,8.0,1200,330,2005,0,98122,47.602,-122.306,1530,1425,450.0
3.0,2.5,1509,1114.0,3.0,0,0,3,8.0,1509,0,2014,0,98133,47.7049,-122.34,1509,2431,420.0
3.0,2.5,2350,3798.0,2.0,0,0,3,8.0,2350,0,2013,0,98029,47.543,-122.01,2020,3532,740.0
2.0,1.5,1010,825.0,3.0,0,0,3,7.0,1010,0,2007,0,98125,47.7124,-122.301,1128,1080,286.0
5.0,3.5,4495,10079.0,2.0,0,0,3,9.0,3580,915,2013,0,98011,47.7339,-122.209,4495,10079,870.0
3.0,2.5,1580,991.0,3.0,0,0,3,9.0,1580,0,2009,0,98119,47.6276,-122.359,1610,1297,727.0
4.0,3.0,2750,7965.0,2.0,0,0,3,9.0,2750,0,2012,0,98038,47.3479,-122.028,2750,6000,395.0
4.0,2.25,1890,3615.0,2.0,0,0,3,7.0,1890,0,2005,0,98029,47.5493,-121.999,1630,3280,535.0
3.0,2.25,1320,963.0,2.0,0,0,3,7.0,1040,280,2007,0,98106,47.5199,-122.357,1300,1285,255.0
4.0,2.5,2150,3721.0,2.0,0,0,3,8.0,2150,0,2006,0,98002,47.3363,-122.217,2150,3721,260.0
4.0,2.5,3340,8384.0,2.0,0,0,3,9.0,3340,0,2014,0,98052,47.6761,-122.152,1560,9429,810.0
3.0,2.5,1850,3400.0,2.0,0,0,3,7.0,1850,0,2010,0,98053,47.6871,-122.014,1850,3400,359.782
2.0,2.5,1950,2162.0,2.0,0,0,3,9.0,1500,450,2012,0,98118,47.5622,-122.292,1800,2457,500.0
5.0,3.25,4240,9588.0,2.0,0,0,3,9.0,4240,0,2014,0,98053,47.6901,-122.018,4080,8425,1049.99
4.0,3.5,2700,2868.0,2.0,0,0,3,11.0,1920,780,2006,0,98118,47.5685,-122.286,1430,3858,810.0
5.0,4.0,3040,6000.0,2.0,0,0,3,8.0,2280,760,2011,0,98065,47.5189,-121.876,3070,5558,605.0
4.0,2.5,2460,7930.0,2.0,0,0,3,8.0,2460,0,2005,0,98033,47.6684,-122.175,1850,9000,730.0
4.0,2.5,2110,3825.0,2.0,0,0,3,7.0,2110,0,2013,0,98042,47.359,-122.082,1950,3825,327.0
2.0,1.0,780,1133.0,2.0,0,0,3,7.0,780,0,2009,0,98144,47.5924,-122.295,1130,1270,370.0
5.0,3.5,2640,6895.0,2.0,0,0,3,7.0,2640,0,2001,0,98065,47.5298,-121.879,2640,5267,459.0
5.0,4.0,5190,14600.0,2.0,0,1,3,11.0,5190,0,2013,0,98039,47.6102,-122.225,3840,19250,2900.0
4.0,2.5,2420,8404.0,2.0,0,0,3,8.0,2420,0,2013,0,98042,47.372,-122.13,2440,4822,365.0
4.0,2.5,1987,6000.0,2.0,0,0,3,7.0,1987,0,2011,0,98001,47.2679,-122.255,1880,9589,255.0
1.0,1.0,720,3166.0,1.0,0,0,3,6.0,720,0,1920,0,98116,47.5811,-122.389,1140,6250,375.0
2.0,1.5,1130,912.0,2.0,0,0,3,8.0,1000,130,2006,0,98116,47.5638,-122.388,1500,1474,375.0
4.0,2.5,2810,4500.0,2.0,0,0,3,9.0,2810,0,2014,0,98038,47.3552,-122.023,2980,5046,518.38
3.0,3.25,1500,1442.0,2.0,0,0,3,8.0,1150,350,2007,0,98106,47.5592,-122.362,1500,1533,346.0
4.0,2.0,1390,745.0,3.0,0,0,3,7.0,1390,0,2008,0,98027,47.5393,-122.026,1390,942,302.059
4.0,2.5,2500,4945.0,2.0,0,0,3,9.0,2500,0,2013,0,98065,47.5185,-121.885,2760,6000,575.0
4.0,3.5,3906,9674.0,2.0,0,2,3,9.0,3906,0,2014,0,98001,47.2931,-122.264,2673,6500,549.95
5.0,6.0,7120,40806.0,2.0,0,4,3,12.0,5480,1640,2007,0,98006,47.5451,-122.114,3440,36859,900.0
3.0,2.5,1470,1256.0,2.0,0,0,3,8.0,930,540,2006,0,98122,47.6033,-122.309,1510,1797,397.5
5.0,3.5,3230,7560.0,2.0,0,0,3,10.0,3230,0,2007,0,98052,47.6467,-122.118,3230,8580,1075.0
3.0,2.5,2700,5764.0,2.0,0,0,3,9.0,2700,0,2014,0,98075,47.5618,-122.027,3270,14700,775.9
4.0,2.5,4073,17334.0,2.0,0,0,3,8.0,4073,0,2008,0,98001,47.2949,-122.27,1780,9625,510.0
4.0,2.5,3361,5038.0,2.0,0,0,3,9.0,3361,0,2014,0,98092,47.3269,-122.165,2316,4105,471.275
4.0,2.25,1610,3560.0,2.0,0,0,3,7.0,1610,0,2010,0,98038,47.3669,-122.02,1760,3692,288.0
4.0,3.5,3830,7150.0,2.0,0,0,3,9.0,3830,0,2014,0,98052,47.7049,-122.126,3640,6055,989.99
3.0,3.25,1470,1235.0,2.0,0,0,3,7.0,1180,290,2008,0,98108,47.5537,-122.313,1470,1243,300.0
5.0,3.0,3190,7081.0,1.0,0,2,3,9.0,1890,1300,2013,0,98178,47.509,-122.24,2270,7623,664.95
4.0,3.25,3250,5478.0,2.0,0,0,3,9.0,3250,0,2014,0,98065,47.5178,-121.887,3250,5482,699.188
3.0,2.25,1490,4539.0,2.0,0,0,3,7.0,1490,0,2009,0,98028,47.7607,-122.233,1750,4667,390.0
5.0,2.75,2900,5155.0,2.0,0,0,3,8.0,2900,0,2008,0,98075,47.5977,-122.008,2900,6176,670.0
4.0,2.5,2540,5001.0,2.0,0,0,3,9.0,2540,0,2005,0,98108,47.5423,-122.302,2360,6834,487.0
5.0,2.75,3360,12080.0,2.0,0,0,3,9.0,3360,0,2014,0,98011,47.7757,-122.173,3360,9724,769.995
2.0,1.25,860,1277.0,2.0,0,0,3,7.0,860,0,2007,0,98144,47.5842,-122.314,1280,1265,321.95
4.0,2.5,3020,6068.0,2.0,0,0,3,9.0,3020,0,2006,0,98072,47.773,-122.16,3240,5757,613.5
3.0,2.5,1330,1200.0,3.0,0,0,3,7.0,1330,0,2002,0,98133,47.7034,-122.344,1330,1206,300.0
4.0,2.5,2578,4554.0,2.0,0,0,3,9.0,2578,0,2014,0,98092,47.2603,-122.194,2647,4554,400.95
4.0,2.5,2640,4725.0,2.0,0,0,3,8.0,2640,0,2014,0,98038,47.371,-122.017,2370,4725,389.517
3.0,1.75,1260,1133.0,2.0,0,0,3,7.0,810,450,2011,0,98106,47.5261,-122.361,1260,1172,255.0
3.0,2.5,1990,1891.0,3.0,0,0,3,9.0,1990,0,2012,0,98102,47.6271,-122.324,1990,3600,1080.0
5.0,3.25,3340,4900.0,2.0,0,2,3,9.0,2500,840,2014,0,98065,47.5193,-121.877,3220,5200,637.85
4.0,2.5,2840,6284.0,2.0,0,0,3,9.0,2840,0,2013,0,98056,47.5135,-122.169,2790,7168,636.23
3.0,2.5,1530,1131.0,3.0,0,0,3,8.0,1530,0,2009,0,98103,47.6993,-122.346,1530,1445,375.0
3.0,2.5,1780,1487.0,3.0,0,0,3,8.0,1600,180,2006,0,98107,47.6539,-122.351,1780,1300,586.5
4.0,2.5,2340,6973.0,2.0,0,0,3,8.0,1930,410,2005,0,98065,47.5451,-121.882,2950,6908,544.0
4.0,2.5,2390,5021.0,2.0,0,0,3,7.0,2390,0,2002,0,98065,47.5353,-121.879,2520,5333,425.0
4.0,2.5,2090,3777.0,2.0,0,0,3,8.0,2090,0,2012,0,98038,47.3595,-122.042,2160,3993,374.95
3.0,1.0,1140,8400.0,1.0,0,0,4,7.0,1140,0,1960,0,98059,47.5022,-122.144,1400,9000,294.57
3.0,2.5,1960,1477.0,2.0,0,0,3,7.0,1670,290,2012,0,98059,47.4873,-122.166,1980,1467,300.0
5.0,3.5,2738,6031.0,2.0,0,0,3,8.0,2738,0,2014,0,98023,47.2962,-122.35,2738,5201,395.95
4.0,2.5,3691,11088.0,2.0,0,1,3,8.0,3691,0,2013,0,98074,47.6122,-122.059,3190,11270,800.0
3.0,2.5,2340,5171.0,2.0,0,0,3,8.0,2340,0,2013,0,98045,47.4832,-121.772,2790,5684,439.99
4.0,3.5,2510,3763.0,2.0,0,0,3,8.0,1990,520,2013,0,98052,47.7002,-122.103,2560,3820,680.0
6.0,3.0,2800,4213.0,2.0,0,0,3,8.0,2800,0,1998,0,98117,47.6892,-122.389,1440,3960,677.79
3.0,2.5,1650,4777.0,2.0,0,0,3,8.0,1650,0,2013,0,98065,47.5336,-121.841,1800,3331,424.95
2.0,2.25,1061,2884.0,2.0,0,0,3,7.0,1061,0,2013,0,98002,47.346,-122.218,1481,2887,223.99
4.0,2.5,3402,14355.0,2.0,0,0,3,10.0,2846,556,2014,0,98023,47.3009,-122.385,3402,8487,498.0
4.0,2.5,2542,6120.0,2.0,0,0,3,8.0,2542,0,2014,0,98030,47.3751,-122.188,2419,8984,359.95
3.0,2.5,3150,151588.0,2.0,0,0,3,9.0,3150,0,2007,0,98024,47.572,-121.926,2410,208652,720.0
4.0,2.5,3010,9000.0,2.0,0,0,3,8.0,3010,0,2008,0,98059,47.4987,-122.147,3250,5531,530.0
3.0,2.5,1660,4898.0,2.0,0,0,3,7.0,1660,0,2011,0,98038,47.3588,-122.044,1810,4462,295.0
3.0,2.5,1770,5000.0,2.0,0,0,3,7.0,1770,0,2009,0,98042,47.3358,-122.051,2230,5200,255.5
3.0,3.0,1960,1168.0,2.0,0,0,3,9.0,1600,360,2007,0,98027,47.5445,-122.014,2080,1423,556.0
4.0,2.5,1889,6000.0,2.0,0,0,3,7.0,1889,0,2012,0,98001,47.2676,-122.256,1990,6350,277.95
4.0,2.5,3040,6000.0,2.0,0,0,3,9.0,3040,0,2007,0,98038,47.3473,-122.03,2640,6000,431.0
4.0,2.75,3420,6787.0,2.0,0,0,3,9.0,3420,0,2010,0,98053,47.6962,-122.023,3450,6137,780.0
3.0,3.25,1720,936.0,2.0,0,0,3,8.0,1030,690,2004,0,98112,47.6201,-122.309,1720,1527,649.0
3.0,2.5,1740,3043.0,2.0,0,0,3,7.0,1740,0,2012,0,98011,47.744,-122.181,1920,2869,447.0
4.0,2.5,2450,4247.0,2.0,0,0,3,8.0,2450,0,2013,0,98052,47.7048,-122.113,2970,4685,712.198
3.0,1.5,1190,785.0,2.0,0,0,3,8.0,920,270,2014,0,98052,47.6781,-122.117,2820,5626,277.14
4.0,2.5,3753,7204.0,2.0,0,0,3,10.0,3336,417,2008,0,98023,47.3011,-122.385,3494,9375,363.0
5.0,3.5,3440,6037.0,2.0,0,0,3,9.0,3440,0,2014,0,98045,47.4765,-121.734,3270,6037,598.992
3.0,2.5,2160,1250.0,3.0,0,0,3,8.0,1830,330,2010,0,98119,47.6515,-122.375,1870,2825,585.0
4.0,2.75,3820,8850.0,2.0,0,0,3,10.0,3820,0,2014,0,98033,47.6506,-122.195,2330,12000,1274.95
2.0,2.0,1120,1039.0,2.0,0,0,3,7.0,840,280,2007,0,98144,47.5788,-122.315,1130,5400,380.95
4.0,2.5,2250,3916.0,2.0,0,0,3,8.0,2250,0,2014,0,98003,47.3413,-122.18,2156,3920,333.49
3.0,3.25,1540,1487.0,2.0,0,0,3,8.0,1540,0,2011,0,98027,47.5397,-122.027,1620,1104,520.0
2.0,2.25,1240,705.0,2.0,0,0,3,7.0,1150,90,2009,0,98027,47.5321,-122.073,1240,750,315.0
2.0,1.5,1160,1118.0,2.0,0,0,3,8.0,1020,140,2007,0,98117,47.6754,-122.375,1210,1118,487.0
5.0,3.5,2760,3865.0,2.5,0,0,3,8.0,2760,0,2013,0,98056,47.5049,-122.17,2590,4587,424.95
3.0,2.25,1580,1487.0,3.0,0,0,3,9.0,1580,0,2013,0,98199,47.6514,-122.386,1600,1525,542.3
3.0,3.25,1480,1192.0,2.0,0,0,3,8.0,1180,300,2013,0,98106,47.5556,-122.363,1330,1094,320.0
4.0,3.25,3740,11467.0,2.0,0,0,3,10.0,3740,0,2014,0,98029,47.581,-122.022,2510,27520,1139.99
4.0,2.5,1950,5000.0,2.0,0,0,3,8.0,1950,0,2012,0,98065,47.515,-121.872,2710,5000,425.0
3.0,3.0,1530,1568.0,3.0,0,0,3,8.0,1530,0,2012,0,98117,47.6998,-122.367,1460,1224,474.95
